Start,End,Date text,Date (for research purposes only),Region,Country,Lat,Long,Basis,Headline,Description,Sources,
2013,2013,2013,7/13/2013,Latin America and the Caribbean,Honduras,15.589304,-86.724642,Trigger,Environmental activist Tomas Garcia is killed at peaceful protest of the Agua Zarca Dam project in Honduras,"Environmental activist, Tomas Garcia, dies after being shot by the Honduran military during a peaceful protest of the Agua Zarca Dam project.",International Rivers 2013,
1986,1986,1986,,Sub-Saharan Africa,Lesotho,-29.6057,28.2857,Trigger,Lesotho coup partly over water,"South Africa supports coup in Lesotho over support for ANC and anti-apartheid, and water. New government in Lesotho then quickly signs Lesotho Highlands water agreement.",Inventory of Conflict and the Environment 2000b,
1804,1804,1804,,Western Europe,Germany,51.2,6.694,Weapon,Napolean attempts to re-route Rhine River to harm Dutch,"Napoleon orders the construction of a canal between Neuss and Venlo, to connect the Rhine and Meuse rivers, to divert trade from the Batavia Republic to the Southern Netherlands, then under French control. Three-quarters of the canal are completed, but work stops because of lack of funds.",Israel 1997,
1626,1629,1626-1629,,Western Europe,Spanish Netherlands,51.367,6.167,Weapon,Spain attempts to re-route Rhine River to harm Dutch,"The Spanish Habsburgs attempt to prevent ship traffic on the River Rhine from reaching the Dutch Republic in order to damage the Dutch economy. Plans are also made to divert water from the Rhine to lands under Spanish control, to dry up downstream cities in Holland. The first stage is a canal between the Rhine and Meuse, between the cities of Rheinberg and Venlo. Plans for a later stage call for a connection between the Meuse and the Scheldt to circumvent the Scheldt Estuary, controlled by the Dutch. Although some 60 km is constructed, the plan fails due to changed military conditions and lack of funding. Parts of the canal are still visible in present-day Germany.",Israel 1997; Bachiene 1791,
2001,2001,2001,,Western Asia,"Israel, Palestine",31.3745,34.399,Casualty,Palestinians destroy water supply to Israeli settlements,"Palestinians destroy water supply pipelines to the West Bank settlement of Yitzhar and to Kibbutz Kissufim. The Agbat Jabar refugee camp near Jericho disconnects from its water supply after Palestinians loot and damage local water pumps. Palestinians accuse Israel of destroying a water cistern, blocking water tanker deliveries, and attacking materials for a wastewater treatment project.",Israel Line 2001a; Israel Line 2001b; Environment News Service 2001,
2016,2016,2016,,Southeast Asia,Inonesia,-8.09546,112.161,Casualty,Bombs detonated at hydroelectric power plant in East Java,"Several explosive devices detonate at a hydroelectic power plant in Biltar, East Java, Indonesia.",Jakarta Globe 2016,
2008,2008,2008,,Sub-Saharan Africa,Somalia,9.61534,44.0601,Trigger,Riots break out in Somaliland when water drilling rig is removed,Riots break out after a water drilling rig that had been drilling water wells for one community in the capital is transferred by government authorities to the western part of the country. Five people died and fifteen are wounded in the demonstration.,Jama 2014,
2015,2015,2015,,Latin America and the Caribbean,Peru,-14.357,-75.6769,Trigger,Small Peruvian town protests company's groundwater pumping,"In a feud over water, farmers in the Peruvian town of Ocucaje challenge an effort by a company, Agricola La Venta, to start pumping from three wells. Water from the wells would flow through about eight miles of pipes to a farm that produces table grapes for export. Protesters set fire to plastic pipes and one protester is injured by company representatives during a dispute. The town is already struggling with serious water shortages and villagers are concerned that the pumping would further threaten water supplies.",James 2015,
2015,2015,2015,8/1/2015,Latin America and the Caribbean,Peru,-14.3562,-75.676949,Trigger,A local activist is injured during attempt to observe well digging operation by a private agricultural corporation in Peru,"A local activist in Peru seeking to block corporate agricultural company, Agricola La Venta, from drilling wells is assaulted as she attempts to view a new well.",James 2015,
2015,2015,2015,"Unknown, pre August 2015",Latin America and the Caribbean,Peru,-14.3562,-75.676949,"Trigger, Casualty",Local farmers burn a water pipe in attempt to stop groundwater pumping,Local farmers in Peru burn a plastic water pipe in an attempt to stop groundwater pumping by a corporate agricultural company Agricola La Venta. ,James 2015,
-204,-204,204 BC,,Eastern Asia,China,35.8617,104.195,Weapon,Wei River dams in China are breached in 204 BC,An intentional rupturing of the Wei River dams leads to the victory of  Han Dynasty forces. ,Janku 2016,
1642,1642,1642,,Eastern Asia,China,34.7973,114.308,Weapon,"300,000 deaths when Yellow River dikes are breached in 1642.","In 1642, in a battle between the incoming Manchu and the forces of the Ming dynasty, Yellow River (China) dikes are breached by both sides, creating a catastrophe for Kaifeng in which 300,000 of its 378,000 citizens die. ",Janku 2016,
1973,1973,1973,,Western Europe,Germany,52.5225,13.4106,Weapon,German water supply threatened,A German biologist threatens to contaminate water supplies with bacilli of anthrax and botulinum toxin unless he is paid $8.5 million.,Jenkins and Rubin 1978; Kupperman and Trent 1979,
1985,1985,1985,,North America,United States,40.7641,-73.9804,Weapon,Anonomous note threatens to contaminate NYC's reservoirs,An anonymous letter writer threatens to contaminate New York City's water reservoirs with plutonium unless charges against a man accused of vigilantism for shooting four African American men in the New York subway are dropped. Testing detects minute levels of plutonium in the water on but scientists could not conclude whether the threat to contaminate the New York City water supply would be actually carried out or whether the sample is contaminated prior to receipt.,Johnston 2014; Bogen et al 1988,
2014,2015,2014-2015,N/A,Western Asia,Iraq,33.137919,40.620189,Casualty,"Islamic State destroys water wells, pumps, and pipes in agricultural regions in Iraq","Farmers returning to their land in northwestern Iraq after the Islamic State (ISIS/ISIL) find widespread devastation to agricultural land, livestock, and machinery, including water pumps, wells, pipes and generators. One assessment by the Iraq Food and Security Cluster Partnership notes that of the 450 deep wells, only 50 are still useable. Another assessment by Amnesty International details the destruction of wells on the properties of more than 30 different farmers from across the country.",Joint Crisis Coordination Center 2015; Amnesty International 2018b,
30,30,30 AD,,Western Asia,Roman Empire,31.48,35.13,Trigger,Jewish protestors killed by Roman troops in protest over stream diversion,"Roman Procurator Pontius Pilate uses sacred money to divert a stream to Jerusalem, Israel. The Jews are angered at the diversion and tens of thousands gather to protest. Pilate's soldiers mingle among the crowd and with daggers hidden in their garments, attack the protesters. ""A great number"" are slain and wounded and the sedition ends.",Josephus 90 AD,
2008,2008,2008,,Central Asia,"Kyrgyzstan, Tajikistan",39.6196,71.2957,Trigger,Confrontations occur along border of Kyrgyzstan and Tajikistan over water resources,Disputes over unclear borders and poor communications lead to a series of confrontations over water resources in a border area of Kyrgyzstan and Tajikistan. The confrontations with Kyrgyz border guards occur when villagers from Isfara Tajikistan cross into the southern Batken district of Kyrgyzstan to remove a dam blocking an irrigation canal preventing water from reaching the Tajik village of Hoja Alo. The dam is located in an area where the boundary line between the two states has not been agreed. Actions by Kyrgyzstan cut off irrigation water to Tajikistan during the spring growing season.,Kadykeev 2008,
1959,1975,1960s,,Southeast Asia,North Vietnam,21.9863,105.342,Casualty,US bombs irrigation systems in Vietnam,Irrigation water supply systems in North Vietnam are bombed during the Vietnam War. An estimated 661 sections of dikes damaged or destroyed.,Kandachi 1967; Gleick 1993; Zemmali 1995,
2001,2001,2001,,Southern Asia,"Iran, Afghanistan",30.8089,61.7717,Weapon,Taliban cuts off vital water supply to Iran,"During a 2001 drought, Taliban authorities cut off the flow of the Helmand River between Afghanistan and Sistan-Baluchestan, Iran, which relies on the Helmand as its only source of irrigation. The Iranian government allegedly responds by entering Afghanistan and building a series of diversion canals to restore flows. A 1973 water agreement between the two countries is never ratified and both Iran and Afghanistan have reported violations.",Karimi and Hulpachova 2015,
2015,2015,2015,,Southern Asia,Afghanistan,34.812,61.0665,Trigger,Iranian border guards open fire on Afghan villagers accessing river water,"A dispute over the allocation and rights to water from the Hari Rud River between Afghanistan and Iran leads to at least ten deaths when Iranian border guards allegedly open fire on Afghan villagers trying to collect river water. The river provides water for agricultural production in Herat province, Afghanistan, and to the downstream Iranian city of Mashhad, Iran's second largest city.",Karimi and Hulpachova 2015,
2012,2012,2012,2012,Southern Asia,Iran,32.42174,52.649537,"Tigger, Casualty","Farmers clash with police over water transfers from Isfahan to Yazd, Iran. A water diversion pipe is destroyed.","Farmers  in Varzaneh clash with police and break a water pipe that transports 50 million cubic meters of water per year from Isfahan to the neighboring province of Yazd, Iran.",Karimi and Nasiri 2018,
2018,2018,2018,3/1/2018,Southern Asia,Iran,32.42174,52.649537,Trigger,"Farmer injured in a clash with police in Varzaneh, Iran during a strike over access to water","A farmer reports losing sight in one eye and wounds from a pellet gun from a clash with police ignited by a strike over lack of water in Varzaneh, Iran. ",Karimi and Nasiri 2018,
2002,2002,2002,,Southern Asia,Nepal,27.1722,87.0479,Casualty,Nepal rebels blow up powerhouse,"The Khumbuwan Liberation Front (KLF) blows up a 250 kilowatt hydroelectric powerhouse in Nepal's Bhojpur District, cutting off power to Bhojpur and surrounding areas. The damages take 6 months to repair and cost 10 million Rs (US $120,000). During 2002, Maoist rebels destroy more than seven micro-hydro projects, a water-supply intake, and supply pipelines to Khalanga in western Nepal.","Kathmandu Post, The 2002; Financial Times Global Water Report (FTGWR) 2002",
